Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
PSA,Public Storage,Self-Storage REITs,298.48,30.994808,0.0403,9.63,256.31,369.99,52288626688,3353046016,11.128495,9.936417,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA
PHM,PulteGroup,Homebuilding,113.78,7.740136,0.0078,14.7,100.24,149.47,23334230016,3788722944,1.3473346,2.020672,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHM
QRVO,Qorvo,Semiconductors,82.98,296.35715,,0.28,64.54,130.99,7750066688,673129984,1.9630218,2.2352118,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO
QCOM,Qualcomm,Semiconductors,172.93,19.235817,0.0198,8.99,139.26,230.63,191155077120,11959000064,4.906193,7.3256793,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
PWR,Quanta Services,Construction & Engineering,307.61,56.85952,0.0013,5.41,197.46,365.88,45406924800,1868978048,1.9825476,6.4215183,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR
DGX,Quest Diagnostics,Health Care Services,163.1,21.23698,0.019299999,7.68,123.18,166.89,18041307136,1804999936,1.8913206,2.6827867,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX
RL,Ralph Lauren Corporation,"Apparel, Accessories & Luxury Goods",249.7,23.780952,0.0128,10.5,143.27,260.77,15505945600,1059800000,2.3005512,6.3490047,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL
RJF,Raymond James Financial,Investment Banking & Brokerage,168.48,16.453125,0.0116,10.24,104.24,174.32,34471006208,,2.6981065,3.1152117,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF
O,Realty Income,Retail REITs,54.64,52.038097,0.0583,1.05,50.65,64.88,47821529088,4485658112,9.536263,1.2434572,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O
REG,Regency Centers,Retail REITs,71.84,33.88679,0.0392,2.12,56.51,76.53,13118127104,917937984,8.805218,1.987825,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG
REGN,Regeneron Pharmaceuticals,Biotechnology,672.98,16.641443,,40.44,666.25,1211.2,73953771520,4598000128,5.3407407,2.4738271,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN
RF,Regions Financial Corporation,Regional Banks,24.64,12.766839,0.040799998,1.93,17.42,27.96,22394408960,,3.4158645,1.3228109,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
RSG,Republic Services,Environmental & Facilities Services,216.87,34.6992,0.0106,6.25,171.06,220.58,67913273344,4804800000,4.2935257,6.05106,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG
RMD,ResMed,Health Care Equipment,236.18,27.851416,0.0082,8.48,170.56,260.49,34670276608,1632185984,7.2117286,6.672882,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD
RVTY,Revvity,Health Care Equipment,126.13,60.349285,0.0022,2.09,97.32,129.5,15350273024,788105984,5.6402583,1.9439306,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RVTY
ROK,Rockwell Automation,Electrical Components & Equipment,278.43,33.586246,0.0188,8.29,242.81,304.29,31471777792,1613699968,3.808206,9.001649,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROK
ROL,"Rollins, Inc.",Environmental & Facilities Services,49.5,51.030926,0.013300001,0.97,40.41,52.16,24079620096,757598016,7.273436,18.191841,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROL
ROP,Roper Technologies,Electronic Equipment & Instruments,575.65,40.199024,0.0061000003,14.32,499.47,581.92,61726375936,2732699904,9.110097,3.3337774,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP
ROST,Ross Stores,Apparel Retail,150.56,23.710236,0.010299999,6.35,127.53,163.6,49674108928,2983800064,2.3550117,10.359158,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST
RCL,Royal Caribbean Group,"Hotels, Resorts & Cruise Lines",266.6,24.258417,0.0093,10.99,113.1,277.08,71688740864,5641999872,4.465197,10.174796,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL
RTX,RTX Corporation,Aerospace & Defense,128.95,36.323944,0.0202,3.55,88.9,132.43,171675009024,12570999808,2.1719465,2.8084502,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RTX
SPGI,S&P Global,Financial Exchanges & Data,521.41,46.101677,0.0073,11.31,407.69,533.29,161793507328,6645000192,11.751417,4.7597356,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI
CRM,Salesforce,Application Software,341.7,56.47934,0.0047999998,6.05,212.0,369.0,328796405760,9345000448,9.016767,5.5627007,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM
SBAC,SBA Communications,Telecom Tower REITs,197.56,31.21011,0.0197,6.33,183.64,252.64,21242243072,1785819008,7.9829307,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC
SLB,Schlumberger,Oil & Gas Equipment & Services,40.28,13.206557,0.026800001,3.05,36.52,55.69,57463042048,8130999808,1.5964173,2.6442592,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLB
STX,Seagate Technology,"Technology Hardware, Storage & Peripherals",96.36,17.844444,0.028399998,5.4,82.31,115.32,20806629376,1211000064,2.8639545,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX
SRE,Sempra,Multi-Utilities,82.93,18.26652,0.0298,4.54,66.4,95.77,52527775744,4930999808,4.066247,1.8224771,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SRE
NOW,ServiceNow,Systems Software,1018.38,147.80551,,6.89,637.99,1198.09,210282233856,1824000000,20.09578,22.616594,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOW
SHW,Sherwin-Williams,Specialty Chemicals,358.16,33.916664,0.007900001,10.56,282.09,400.42,90203668480,4399799808,3.912797,21.595419,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW
SPG,Simon Property Group,Retail REITs,173.86,23.11968,0.0478,7.52,135.15,186.0,65279733760,4353110016,11.0475025,21.228329,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG
SWKS,Skyworks Solutions,Semiconductors,88.76,24.054201,0.0335,3.69,82.13,120.86,14267370496,1136199936,3.2635002,2.2383618,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS
SW,Smurfit WestRock,Paper & Plastic Packaging Products & Materials,53.09,73.73611,0.0434,0.72,38.55,56.986,27615082496,2172999936,1.6805674,1.5308535,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SW
SNA,Snap-on,Industrial Machinery & Supplies & Components,355.15,18.269032,0.0239,19.44,252.98,373.9,18641752064,1480000000,3.6530967,3.4059305,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA
SOLV,Solventum,Health Care Technology,74.06,194.89473,,0.38,47.16,77.17,12794382336,1840000000,1.5574416,4.0082264,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SOLV
SO,Southern Company,Electric Utilities,83.95,19.568764,0.0339,4.29,65.8,94.45,91982331904,13061000192,3.4804878,2.7624218,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO
LUV,Southwest Airlines,Passenger Airlines,30.71,40.407894,0.0227,0.76,23.58,36.12,18417924096,1682000000,0.6727763,1.7691112,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV
SWK,Stanley Black & Decker,Industrial Machinery & Supplies & Components,88.07,,0.0365,-1.24,77.7,110.88,13577223168,1663699968,0.8826868,1.5323983,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWK
SBUX,Starbucks,Restaurants,107.68,35.189545,0.024300002,3.06,71.55,110.08,123816919040,6700000256,3.4226072,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBUX
STT,State Street Corporation,Asset Management & Custody Banks,101.62,12.377588,0.030299999,8.21,70.2,102.735,29344403456,,2.3385723,1.2991396,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STT
STLD,Steel Dynamics,Steel,128.2,13.284974,0.015,9.65,104.6,155.56,19899973632,2689149952,1.1116264,2.1604314,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STLD
STE,Steris,Health Care Equipment,220.65,37.14646,0.010299999,5.94,197.82,248.24,21779765248,1325649024,4.0896935,3.3032427,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STE
SYK,Stryker Corporation,Health Care Equipment,391.29,50.359074,0.0085,7.77,314.93,406.19,149166014464,5693000192,6.788296,7.4030843,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYK
SMCI,Supermicro,"Technology Hardware, Storage & Peripherals",28.52,14.189055,,2.01,17.25,122.9,16700313600,1304590720,1.117612,3.060086,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SMCI
SYF,Synchrony Financial,Consumer Finance,68.98,8.067837,0.015,8.55,37.99,70.93,26784935936,,2.9737911,1.8192848,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYF
SNPS,Synopsys,Application Software,525.48,56.747295,,9.26,457.52,629.38,81227644928,1652390016,12.528483,10.47044,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNPS
SYY,Sysco,Food Distributors,72.92,18.697435,0.026500002,3.9,69.03,82.89,35674652672,4410999808,0.4475668,19.280804,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY
TMUS,T-Mobile US,Wireless Telecommunication Services,232.97,26.564423,0.0159,8.77,158.84,248.15,266652794880,30663999488,3.33291,4.222919,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMUS
TROW,T. Rowe Price,Asset Management & Custody Banks,116.92,12.806133,0.0428,9.13,100.49,125.81,25974831104,2648399872,3.7584221,2.5341368,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TROW
TTWO,Take-Two Interactive,Interactive Home Entertainment,185.51,,,-21.21,135.24,192.14,32580564992,165600000,5.970417,5.614709,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TTWO
TPR,"Tapestry, Inc.","Apparel, Accessories & Luxury Goods",72.94,21.142029,0.0184,3.45,35.23,75.78,16997646336,1439500032,2.5500932,5.699328,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TPR
TRGP,Targa Resources,Oil & Gas Storage & Transportation,196.8,35.652176,0.0146,5.52,84.33,218.51,42914799616,4021700096,2.6464968,16.69353,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRGP
TGT,Target Corporation,Consumer Staples Merchandise Retail,137.91,14.640127,0.0287,9.42,120.21,181.86,63192018944,9230999552,0.5889284,4.740153,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGT
TEL,TE Connectivity,Electronic Manufacturing Services,147.97,23.339117,0.0175,6.34,137.61,159.98,44147294208,3761999872,2.7861972,3.5919409,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL
TDY,Teledyne Technologies,Electronic Equipment & Instruments,511.33,29.676727,,17.23,355.41,522.5,23829153792,1346000000,4.2607603,2.4848745,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TDY
TFX,Teleflex,Health Care Equipment,180.24,35.69109,0.0074,5.05,171.69,256.85,8371012608,644953984,2.7665234,1.8678302,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TFX
TER,Teradyne,Semiconductor Materials & Equipment,115.79,34.981873,0.0039,3.31,93.87,163.21,18857674752,640716992,6.8884096,6.5010386,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TER
TSLA,"Tesla, Inc.",Automobile Manufacturers,404.6,196.40778,,2.06,138.8,488.54,1301403926528,13244000256,13.39582,18.554527,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSLA
TXN,Texas Instruments,Semiconductors,184.61,35.43378,0.0271,5.21,155.46,220.39,168404385792,6896999936,10.718884,9.750185,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXN
TXT,Textron,Aerospace & Defense,76.51,17.669746,0.001,4.33,74.89,97.34,14193523712,1644999936,1.015201,2.0418458,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXT
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,597.75,36.227272,0.0027,16.5,493.3,627.88,228639375360,10581999616,5.3962564,4.666859,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO
TJX,TJX Companies,Apparel Retail,124.79,29.431606,0.0125,4.24,92.35,128.0,140283920384,7125000192,2.5220487,19.371313,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJX
TSCO,Tractor Supply,Other Specialty Retail,54.36,26.64706,0.0154,2.04,45.304,61.528,29038841856,1913799040,1.9661303,2.539475,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSCO
TT,Trane Technologies,Building Products,362.75,32.244446,0.0092,11.25,265.37,422.0,82430582784,3691200000,4.2515635,10.760902,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TT
TDG,TransDigm Group,Aerospace & Defense,1353.34,52.74123,,25.66,1100.86,1451.32,75841175552,3888000000,9.551785,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TDG
TRV,Travelers Companies (The),Property & Casualty Insurance,245.18,11.419656,0.0176,21.47,200.21,269.56,55557787648,6719000064,1.2253052,2.0095239,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV
TRMB,Trimble Inc.,Electronic Equipment & Instruments,74.96,12.535117,,5.98,48.65,77.78,18424567808,737699968,5.0724244,3.1336484,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRMB
TFC,Truist Financial,Diversified Banks,47.62,,0.0462,-0.3,34.23,49.06,63191261184,,4.3589196,1.071051,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TFC
TYL,Tyler Technologies,Application Software,601.64,110.39267,,5.45,397.8,638.56,25749350400,368943008,12.39376,7.8598495,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TYL
TSN,Tyson Foods,Packaged Foods & Meats,56.49,25.106667,0.0352,2.25,51.16,66.88,20120213504,3144000000,0.37742618,1.0930305,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN
USB,U.S. Bancorp,Diversified Banks,47.78,12.60686,0.039300002,3.79,37.81,53.98,74536796160,,2.9938064,1.4326406,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=USB
UBER,Uber,Passenger Ground Transportation,66.85,32.931034,,2.03,54.84,87.0,140766707712,3444999936,3.3551831,9.517368,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UBER
UDR,"UDR, Inc.",Multi-Family Residential REITs,41.74,109.84211,0.040999997,0.38,34.19,47.55,15680049152,989297984,9.346052,3.9680579,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UDR
ULTA,Ulta Beauty,Other Specialty Retail,412.15,16.492598,,24.99,318.17,574.76,19112425472,1827608064,1.688203,8.737916,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULTA
UNP,Union Pacific Corporation,Rail Transportation,247.79,22.323421,0.0227,11.1,218.55,258.66,150224420864,12030000128,6.185129,9.068252,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNP
UAL,United Airlines Holdings,Passenger Airlines,105.84,11.2,,9.45,37.02,116.0,34808233984,7482999808,0.62164223,3.0432158,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL
UPS,United Parcel Service,Air Freight & Logistics,114.23,16.948072,0.048699997,6.74,113.3601,158.95,97480458240,12007999488,1.0749229,5.780286,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPS
URI,United Rentals,Trading Companies & Distributors,758.06,19.588114,0.0086,38.7,596.48,896.98,49506701312,4542000128,3.3052945,5.804263,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI
UNH,UnitedHealth Group,Managed Health Care,542.49,35.203762,0.0155,15.41,436.38,630.73,502079356928,35035000832,1.2746431,5.2966676,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH
UHS,Universal Health Services,Health Care Facilities,188.56,12.562291,0.0042,15.01,152.69,243.25,12438473728,2124051968,0.80676275,1.8830014,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS
VLO,Valero Energy,Oil & Gas Refining & Marketing,133.0,15.48312,0.0324,8.59,116.84,184.79,42105802752,7816000000,0.32708365,1.6673563,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO
VTR,Ventas,Health Care REITs,60.42,,0.0299,-0.14,41.45,67.61,25346854912,1857009024,5.2837706,2.5956953,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR
VLTO,Veralto,Environmental & Facilities Services,103.39,31.910494,0.0042,3.24,75.05,115.0,25569173504,1264999936,4.9784217,13.079063,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLTO
VRSN,Verisign,Internet Services & Infrastructure,215.0,25.058275,,8.58,167.05,217.66,20661499904,1089200000,13.395682,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN
VRSK,Verisk Analytics,Research & Consulting Services,287.44,44.358025,0.0054,6.48,217.34,296.58,40589692928,1363000064,14.376684,135.6489,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK
VZ,Verizon,Integrated Telecommunication Services,39.39,9.514493,0.0692,4.14,37.59,45.36,165817319424,48428998656,1.2352579,1.7214404,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ
VRTX,Vertex Pharmaceuticals,Biotechnology,461.68,,,-1.89,377.85,519.88,118895984640,4446600192,11.189367,7.6127033,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX
VTRS,Viatris,Pharmaceuticals,11.28,,0.042,-0.73,9.93,13.62,13463695360,4586699776,0.8946869,0.68025565,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTRS
VICI,Vici Properties,Hotel & Resort REITs,29.77,11.025926,0.058000002,2.7,27.075,34.29,31382640640,3661391104,8.247698,1.1939042,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VICI
V,Visa Inc.,Transaction & Payment Processing Services,341.8,34.59514,0.0069,9.88,252.7,351.25,662322937856,24973000704,18.435755,21.605562,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V
VST,Vistra Corp.,Electric Utilities,168.03,31.644068,0.005,5.31,42.225,199.84,57168171008,6019999744,3.514797,19.309355,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VST
VMC,Vulcan Materials Company,Construction Materials,274.15,42.76911,0.0067000003,6.41,225.36,298.31,36204523520,1985699968,4.893627,4.602226,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC
WRB,W. R. Berkley Corporation,Property & Casualty Insurance,58.83,13.493119,0.0056,4.36,50.726665,65.49,22290688000,,1.68964,2.6613889,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRB
GWW,W. W. Grainger,Industrial Machinery & Supplies & Components,1062.67,28.767464,0.0073,36.94,874.98,1227.66,51752243200,2836999936,3.0564756,14.775929,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW
WAB,Wabtec,Construction Machinery & Heavy Transportation Equipment,207.92,34.65333,0.0038,6.0,131.33,210.7434,35739369472,2110000000,3.4597645,3.5173907,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAB
WBA,Walgreens Boots Alliance,Drug Retail,10.28,,0.108500004,-10.24,8.08,23.77,8883492864,2884000000,0.060162626,0.8503598,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA
WMT,Walmart,Consumer Staples Merchandise Retail,98.16,40.9,0.0099,2.4,55.84667,98.96,792493817856,40779001856,1.1916573,9.427585,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT
DIS,Walt Disney Company (The),Movies & Entertainment,113.06,41.719555,0.0082,2.71,83.91,123.74,205133807616,16750999552,2.2785556,2.0404627,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS
WBD,Warner Bros. Discovery,Broadcasting,10.44,,,-4.5,6.64,12.7,26052601856,7144999936,0.6582597,0.7293049,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBD
WM,Waste Management,Environmental & Facilities Services,220.26,32.343613,0.0143,6.81,186.91,230.39,88404877312,6381000192,4.13358,11.079477,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM
WAT,Waters Corporation,Life Sciences Tools & Services,415.48,39.682903,,10.47,279.24,423.0,24669624320,1008035008,8.491696,15.386438,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT
WEC,WEC Energy Group,Electric Utilities,99.26,24.268948,0.0359,4.09,75.13,102.79,31401297920,3489200128,3.679897,2.5990417,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC
WFC,Wells Fargo,Diversified Banks,78.8,14.674116,0.0225,5.37,47.45,79.2857,259234676736,,3.328856,1.6010404,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC
WELL,Welltower,Health Care REITs,136.48,87.48718,0.0195,1.56,85.4,140.75,84984725504,2930661888,11.24799,2.7822964,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WELL
WST,West Pharmaceutical Services,Health Care Supplies,341.55,50.675076,0.0023999999,6.74,265.0,413.7,24735868928,744700032,8.599592,8.997629,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WST
WDC,Western Digital,"Technology Hardware, Storage & Peripherals",65.13,18.823698,,3.46,52.77,81.55,22515961856,2134000000,1.5692753,2.0650623,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC
WY,Weyerhaeuser,Timber REITs,30.62,41.945206,0.025799999,0.73,26.73,36.27,22247942144,1234000000,3.0942895,2.2417455,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY
WMB,Williams Companies,Oil & Gas Storage & Transportation,55.43,23.48729,0.0353,2.36,32.65,61.46,67569725440,5864000000,6.5183992,5.4519525,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB
WTW,Willis Towers Watson,Insurance Brokers,329.565,,0.0107,-7.22,245.04,334.99,33195433984,2580999936,3.384181,4.437211,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WTW
WYNN,Wynn Resorts,Casinos & Gaming,86.85,10.42617,0.0112,8.33,71.63,110.38,9537432576,1829332992,1.3377188,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN
XEL,Xcel Energy,Multi-Utilities,67.2,19.940653,0.0328,3.37,46.79,73.38,38589059072,5510000128,2.803826,1.9935919,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL
XYL,Xylem Inc.,Industrial Machinery & Supplies & Components,124.04,35.643677,0.0117999995,3.48,112.02,146.08,30134896640,1688999936,3.577267,2.845411,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL
YUM,Yum! Brands,Restaurants,130.5,24.392525,0.020499999,5.35,122.13,143.2,36418895872,2608000000,5.0420732,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUM
ZBRA,Zebra Technologies,Electronic Equipment & Instruments,391.94,53.39782,,7.34,237.06,427.76,20216264704,803000000,4.3419814,5.905112,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBRA
ZBH,Zimmer Biomet,Health Care Equipment,109.48,20.893131,0.0087,5.24,100.67,133.9,21794621440,2557400064,2.8694124,1.7658919,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH
ZTS,Zoetis,Pharmaceuticals,170.9,32.124058,0.0116,5.32,144.8,200.53,77104095232,3764000000,8.424835,14.744198,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS
